ResponseId,SexOrient,SexOrient_7_TEXT,HeteroHomo,RelOrient,NumPartners,NumCohabitPart,Nonmonogamy Attitude_1,Nonmonogamy Attitude_2,Nonmonogamy Attitude_3,Nonmonogamy Attitude_4,Nonmonogamy Attitude_5,Nonmonogamy Attitude_6,Nonmonogamy Attitude_7,Nonmonogamy Attitude_8,Q137_1,Q137_2,Q137_3,Q137_4,Q137_5,Q137_6,Q137_7,Q138,Q141,Q142,Q143,Q144,Q145,Q146,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Gender,RelOrient
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7lQuDbaR2FBBoDn,1,,1,1,2,2,5,1,7,6,2,1,1,1,1,5,1,3,5,1,1,3,5,5,5,5,5,5,5,3,5,5,4,3,4,3,4,3,5,3,3,5,3,3,4,3,4,1,2,4,4,2,4,1,1,1,4,1,1,5,4,3,1,1,1,1,2,1,4,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_28S6RQvao7FYcmh,1,,1,1,2,1,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,4,2,2,4,4,3,2,4,4,3,2,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,3,2,2,2,1,1,1,1,4,1,1,1,3,1,2,2,3,2,2,2,2,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3N5qtVt83zZJvrj,1,,1,2,1,1,6,1,7,6,3,6,1,3,1,1,5,1,1,1,1,3,5,4,5,3,4,3,3,2,4,4,2,2,3,2,4,3,3,2,3,4,3,2,2,2,1,1,3,2,3,1,1,1,4,2,4,2,2,4,3,2,3,2,3,4,3,3,2,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4S2zxlLSRaPF009,1,,1,1,2,1,7,1,7,7,4,1,1,1,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1a2NaNys1Tb8gqB,1,,1,1,1,1,3,1,5,5,4,2,2,5,1,1,7,1,5,1,1,3,4,4,3,2,2,4,3,4,3,4,3,3,3,4,4,4,3,3,3,4,4,1,2,2,2,4,4,3,2,4,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,3,3,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1qanEcLD9BVqm7w,1,,1,1,1,1,6,1,7,7,1,1,1,1,1,1,6,1,1,1,1,3,3,4,3,4,4,2,3,4,4,3,3,3,2,2,4,3,4,4,2,4,2,3,2,2,2,3,2,4,4,2,5,1,2,1,4,1,1,4,4,1,4,4,5,4,3,2,4,2,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8IRmXuQXTh2KDt3,1,,1,1,2,1,6,1,7,7,1,1,1,1,1,2,5,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_75JB40mMi2gqdIR,1,,1,6,1,1,7,1,7,7,5,1,1,1,1,1,7,1,3,1,1,4,3,4,3,3,3,4,5,3,5,4,4,2,1,4,4,3,2,3,2,1,3,1,4,4,4,5,3,5,2,5,5,3,2,1,2,4,1,2,2,2,5,2,5,4,1,1,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7RqvQYYWOhLxzrz,1,,2,1,2,1,5,1,6,6,3,3,3,3,1,1,7,1,1,1,1,4,4,5,5,4,5,5,5,4,4,4,2,2,5,4,4,4,4,5,5,5,2,2,2,4,2,2,2,2,2,4,2,2,4,1,1,1,2,5,4,2,4,2,2,4,2,2,4,2,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5zf36aHSCEfPvSd,6,,4,1,2,1,1,5,4,4,6,6,6,6,1,1,7,1,1,1,1,4,4,4,2,2,4,4,4,4,4,4,4,3,4,3,4,4,2,4,4,4,4,3,5,4,4,4,4,4,5,4,3,3,3,1,2,2,2,3,1,3,5,4,5,4,4,4,4,5,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ooQZXj1WchZTW6,1,,1,1,2,1,5,1,7,7,6,1,1,1,1,1,4,1,3,1,1,4,4,4,2,4,4,5,4,4,4,5,2,2,4,4,4,3,2,3,4,4,4,3,2,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,4,3,2,3,4,2,2,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3MXV8KvYPVxdsbv,1,,1,1,1,1,5,3,6,6,5,3,3,2,1,1,6,1,2,1,1,3,4,4,2,2,2,4,4,3,4,3,4,3,3,4,4,4,3,5,3,4,4,2,2,3,1,2,2,1,1,1,2,1,2,1,3,1,1,2,3,1,2,3,3,2,4,3,4,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2lVJzI5T1j9JJg7,1,,1,1,2,1,3,6,6,5,3,1,1,1,2,3,6,5,3,2,2,3,4,4,2,2,2,2,4,4,4,4,4,3,2,4,4,3,4,4,4,4,4,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,3,4,3,2,3,2,2,3,3,2,4,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3qjFoe5oZVpkbhr,1,,1,1,1,1,5,1,6,5,5,3,4,2,1,1,2,2,1,1,1,4,3,4,4,4,3,4,3,2,3,4,2,2,2,3,3,2,4,3,4,3,4,1,3,3,2,2,4,1,1,1,2,2,1,1,2,2,2,4,3,3,4,4,4,3,5,2,3,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2PZ5xANNq9yUN85,2,,6,1,1,2,2,1,5,6,5,3,6,5,1,2,5,1,1,1,1,2,4,4,4,4,2,2,4,2,2,2,4,4,4,2,2,4,2,4,3,4,2,5,4,4,4,4,4,1,1,4,4,4,4,2,5,2,2,3,4,5,4,5,5,4,4,5,4,4,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1p6npQoTGt3tvLF,4,,2,1,2,2,3,1,6,5,5,3,2,1,2,1,6,1,1,1,1,4,4,4,3,4,2,4,3,4,2,3,1,2,4,3,4,4,2,4,3,4,2,4,2,2,2,1,1,2,1,3,1,1,4,1,4,1,1,2,4,1,1,2,4,5,3,1,4,3,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3eYU4gp4u8iXg1X,4,,2,1,2,2,2,5,5,5,5,5,5,5,7,7,3,6,6,7,5,4,4,4,2,4,2,4,3,4,4,4,4,4,2,4,2,5,3,4,3,4,4,3,4,3,4,3,2,4,3,1,4,1,2,4,2,4,2,4,4,2,2,2,4,2,4,2,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5uKufsiBoE78n1T,4,,3,1,1,1,1,1,2,6,6,6,6,6,1,1,5,2,1,1,1,4,2,4,4,5,5,2,5,5,2,1,1,1,4,5,5,3,1,1,5,5,5,1,1,1,1,5,1,4,1,1,1,1,1,1,4,1,1,2,1,1,1,1,4,3,1,1,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2nZo0JyTEFwv1yE,1,,1,1,1,1,7,1,7,7,1,1,1,1,1,1,6,1,1,1,1,5,2,4,3,4,4,2,4,1,4,2,3,1,2,4,2,2,4,4,4,5,4,4,4,2,5,5,2,4,5,2,4,4,1,2,2,4,4,2,1,4,5,4,4,2,4,4,4,5,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_23ovk6KMAUrDR4Z,1,,1,1,2,1,4,1,7,7,1,1,1,1,1,1,7,1,1,1,1,5,5,5,4,4,4,4,5,4,5,5,5,5,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,5,4,5,5,4,4,4,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1EiKZdv5Xxw6dbz,1,,1,1,1,1,5,1,7,5,4,4,3,2,1,1,7,1,1,1,1,5,3,4,2,3,2,3,3,4,3,3,3,3,3,4,4,2,4,3,4,3,3,1,4,3,2,3,3,3,2,3,1,3,4,2,4,1,1,2,3,4,2,2,3,3,4,4,3,3,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_261Awr04V9vBnhv,1,,2,6,2,1,1,5,3,5,6,4,5,5,4,2,4,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2CZoY7FW7Y32tXt,1,,1,1,2,1,6,1,7,7,1,1,1,1,1,1,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,3,4,2,2,4,4,2,2,2,2,2,4,2,2,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5QzzW09alVXxxg7,1,,5,1,2,2,4,5,5,4,5,4,4,3,4,4,4,4,5,4,4,3,2,4,4,3,3,4,3,3,3,3,4,3,4,3,4,3,4,3,3,3,4,3,2,4,4,3,3,4,4,3,3,2,4,4,3,4,3,4,4,3,3,2,2,4,4,4,3,3,4,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1IsNXfifs1TWPUB,4,,3,1,2,1,5,3,1,5,6,2,5,1,2,3,3,5,6,2,2,4,5,4,2,3,2,4,4,1,4,5,3,4,4,4,5,3,2,5,3,4,4,3,4,2,4,2,2,4,2,4,4,1,2,2,3,1,1,4,2,1,4,2,2,4,5,1,4,2,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7uQmevLP5RFpYDY,1,,1,1,2,2,6,1,6,7,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3p3erxtsLUZ44pF,1,,2,1,2,1,5,2,7,7,4,2,2,6,1,1,5,5,2,1,1,2,4,4,4,4,4,3,4,4,3,3,2,2,3,3,4,3,3,2,3,3,2,2,2,2,1,3,3,3,2,3,2,3,3,1,4,2,2,4,3,3,3,3,4,5,5,4,4,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3VaUpTc7QLGOVVb,1,,1,1,1,1,4,4,4,4,4,4,4,4,1,1,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5iVQcdvpGXSFuud,1,,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5nOVwOvPUE1984x,3,,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7rMX8lbMk2Snjgr,1,,1,1,2,1,5,1,7,7,6,3,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,5,5,5,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1PbYet3VYU3Wb0v,1,,1,1,2,1,2,1,7,7,4,1,5,6,1,1,7,7,1,1,1,2,5,5,4,4,4,5,4,5,5,5,1,1,2,5,5,3,3,4,4,5,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,3,1,1,1,2,2,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2jpuW1Bi2ZtKsni,1,,1,2,2,2,1,2,3,4,5,6,7,7,5,2,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1nO6xb7VSfqDTTH,1,,1,1,2,1,7,1,7,7,1,1,1,1,1,1,5,6,1,1,1,5,5,3,2,2,3,4,5,4,5,5,2,4,5,5,5,5,3,4,4,4,3,4,2,2,3,1,4,4,1,2,2,2,2,1,4,2,2,5,2,1,4,2,4,5,4,4,5,5,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1PSQEoAAJLOvzGc,1,,1,1,3,1,7,1,7,5,4,1,1,1,1,1,7,1,5,1,1,3,4,4,4,2,2,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,4,3,4,4,3,4,4,3,4,3,4,3,3,2,3,4,3,3,3,2,4,2,3,2,3,4,3,2,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7mqJamRncq5IBbj,1,,1,1,1,4,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,4,4,4,4,4,3,3,4,3,4,4,2,2,4,4,3,3,3,1,3,3,3,1,2,3,2,4,2,2,5,3,2,2,1,1,2,1,1,4,2,1,1,1,1,2,2,1,1,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2c6ZyZJhQgIvzwQ,4,,6,1,1,1,2,2,5,2,6,5,6,6,1,1,7,1,1,1,1,2,4,4,4,2,2,4,4,4,4,4,3,3,2,3,3,3,3,3,4,4,4,4,2,4,4,3,2,3,3,3,2,3,2,2,4,4,3,4,4,3,2,2,2,4,4,3,4,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ElaUGkOILnGZON,1,,1,1,2,1,7,3,2,1,2,1,1,7,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,4,5,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2QAljPXGY0IIjP4,4,,6,1,1,1,5,1,6,6,1,1,2,1,2,6,3,3,2,1,1,3,4,4,2,4,2,4,4,5,4,3,3,3,2,2,4,3,3,2,4,4,4,1,4,3,2,3,2,1,2,2,1,3,2,1,4,1,1,4,4,2,3,2,4,4,3,3,2,2,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_532XNoi66tY9lw1,4,,4,2,1,1,4,1,5,5,3,2,1,4,1,1,7,1,1,1,1,1,4,2,2,4,3,4,4,4,2,2,3,3,2,4,4,4,2,3,4,4,3,2,4,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,3,3,3,4,3,3,2,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_705VEYESFd4auTr,1,,1,6,1,1,4,4,4,4,4,4,4,4,4,4,3,6,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3nSrL7OZrlJA1xL,1,,1,1,1,1,1,1,1,1,7,7,7,1,7,7,1,7,7,1,1,5,5,5,3,1,1,5,5,1,5,5,1,1,1,5,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,5,1,1,4,1,1,1,5,4,5,1,1,1,1,2,3,5,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_51jzVWLlmdSn3mp,5,,4,1,2,1,4,1,6,7,7,7,7,7,4,4,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,3,1,3,2,1,2,2,5,3,1,1,1,1,5,5,4,5,5,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7tLLH1nKjXC4zJW,1,,1,1,1,1,4,4,4,4,4,4,4,4,1,1,4,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4RgiiKHoWadJy5r,1,,2,1,4,1,6,1,7,7,4,2,1,1,1,3,7,5,3,1,1,4,3,4,4,4,4,3,4,2,4,4,5,4,4,5,4,3,4,3,4,4,3,5,5,5,5,5,5,4,5,5,3,2,1,1,2,2,1,3,2,2,5,2,5,5,5,2,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_848DwQ1qDsHyxRP,4,,3,1,1,1,1,4,3,5,5,2,1,1,1,5,4,2,6,1,1,4,5,4,2,4,5,5,4,4,3,4,1,2,1,2,3,1,3,2,2,3,5,4,1,1,1,1,1,2,1,1,1,4,1,1,1,3,1,1,1,4,4,4,4,5,5,4,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2fb4FWsceHosLx7,1,,1,1,1,1,4,1,7,7,3,3,3,3,1,1,6,4,1,1,1,2,4,4,5,5,4,4,3,3,3,3,1,1,4,3,4,4,2,4,4,4,3,1,1,4,1,5,2,2,1,4,1,1,2,2,2,1,1,4,1,1,4,2,4,5,5,2,4,4,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2V3pcxHaNLpwnWF,1,,1,1,1,1,6,1,7,6,1,1,1,1,1,2,6,1,2,2,2,3,2,2,2,3,3,3,3,4,3,3,3,2,2,3,3,3,4,3,3,4,2,3,2,2,2,3,2,2,1,2,3,3,2,2,3,4,3,3,3,3,3,3,4,3,2,4,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2CHInhUrWTy8GQB,1,,1,1,1,1,7,1,7,7,1,1,1,1,1,1,7,4,1,1,1,4,3,4,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,1,1,1,1,4,4,3,4,5,2,3,3,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_21R3RoaN7C7zxO9,1,,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,2,4,4,4,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,5,5,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1
